pruning_thresh,gamma,lapse_rate,region_preserve,color_preserve,ll,nll,n_actions,task_id
0.0,0.1,0.1,0.0,0.0,-185.44416422710583,185.44416422710583,71,11
0.5,0.05,0.0,0.0,0.0,-205.9972633933626,205.9972633933626,71,11
0.0,0.05,0.0,0.0,0.0,-266.4806619506316,266.4806619506316,71,11
0.5,0.2,0.0,0.0,0.0,-290.0520458978584,290.0520458978584,71,11
0.5,0.1,0.0,0.0,0.0,-294.11821958311384,294.11821958311384,71,11
0.0,0.1,0.0,0.0,0.0,-314.6183418687461,314.6183418687461,71,11
1.0,0.05,0.0,0.0,0.0,-321.02401059638953,321.02401059638953,71,11
0.0,0.2,0.0,0.0,0.0,-328.7259888495115,328.7259888495115,71,11
1.0,0.1,0.0,0.0,0.0,-329.0226385919456,329.0226385919456,71,11
1.0,0.2,0.0,0.0,0.0,-364.9239928213588,364.9239928213588,71,11
0.5,0.2,0.0,0.0,0.0,-2257.845253257676,2257.845253257676,1043,12
0.5,0.1,0.0,0.0,0.0,-2262.6735669949785,2262.6735669949785,1043,12
0.5,0.2,0.1,0.0,0.0,-2267.587050792096,2267.587050792096,1043,12
0.5,0.1,0.1,0.0,0.0,-2272.17515765961,2272.17515765961,1043,12
0.5,0.2,0.3,0.0,0.0,-2288.194401330415,2288.194401330415,1043,12
